"Times Used","Jumlah Penggunaan",""
"Maximum Use","Penggunaan Maksimum",""
"Return Reason <span class=\text-gray-400\"">(optional)</span>""","Alasan Pengembalian <span class=\text-gray-400\"">(opsional)</span>""",""
"Return Reason &lt;span class=&quot;text-gray-400&quot;&gt;(optional)&lt;/span&gt;","Alasan Pengembalian &lt;span class=&quot;text-gray-400&quot;&gt;(opsional)&lt;/span&gt;",""
"<strong>Note:<strong> When enabled, the system will allow sales even when stock quantity is zero or negative. This is useful for handling stock sync delays or backorders. All transactions are tracked in the stock ledger.","<strong>Catatan:<strong> Saat diaktifkan, sistem akan mengizinkan penjualan meskipun jumlah stok nol atau negatif. Ini berguna untuk menangani penundaan sinkronisasi stok atau pesanan tertunda. Semua transaksi dilacak dalam buku besar stok.",""
"<strong>Status:<strong> Running","<strong>Status:<strong> Berjalan",""
"<strong>Status:<strong> Stopped","<strong>Status:<strong> Berhenti",""
"<strong>Items Tracked:<strong> {0}","<strong>Item yang Dilacak:<strong> {0}",""
"<strong>Warehouse:<strong> {0}","<strong>Gudang:<strong> {0}",""
"<strong>Last Sync:<strong> {0}","<strong>Sinkronisasi Terakhir:<strong> {0}",""
"<strong>Last Sync:<strong> Never","<strong>Sinkronisasi Terakhir:<strong> Tidak pernah",""
"Cart subtotal BEFORE tax - used for discount calculations","Subtotal keranjang belanja SEBELUM pajak - digunakan untuk perhitungan diskon",""
"Draft invoice deleted","Draf faktur dihapus",""
"Failed to delete draft invoice","Gagal menghapus draf faktur",""
"Search sales person...","Cari tenaga penjualan...",""
"Item Group","Grup Item",""
"Mobile","Ponsel",""
"Clear Cache?","Hapus Cache?",""
"Clearing Cache...","Menghapus Cache...",""
"Please wait while we clear your cached data","Mohon tunggu sebentar. Data cache Anda sedang dihapus.",""
"<strong>Company:</strong> {0}","<strong>Organisasi:</strong> {0}",""
"<strong>Company:<strong>","<strong>Organisasi:<strong>",""
"<strong>Opened:<strong>","<strong>Dibuka:<strong>",""
"Exception: {0}","Pengecualian: {0}",""
"Expected: <span class=""font-medium"">{0}</span>","Ekspektasi: <span class=""font-medium"">{0}</span>",""
"Invoice - {0}","Faktur - {0}",""
"Invoice ID: {0}","Faktur ID: {0}",""
"No pending invoices to sync","Tidak ada tagihan yang belum dibayar untuk proses sinkronisasi.",""
"Promotion saved successfully","Promosi berhasil disimpan",""
"Shift Open","Shift Terbuka",""
"Signing out...","Sedang keluar...",""
"Switched to {0}. Stock quantities refreshed.","Beralih ke {0}. Jumlah stok dimuat ulang.",""
"Warehouse updated but failed to reload stock. Please refresh manually.","Gudang telah diperbarui, tetapi inventaris gagal dimuat. Harap perbarui (refresh) secara manual.",""
"Welcome to POS Next!","Selamat Datang di POS Next!",""
"{0} invoice(s) failed to sync","{0} faktur gagal disinkronkan",""
"{0} selected","{0} dipilih",""
"{0}h {1}s","{0}jam {1}detik",""
"Manage all your invoices in one place","Kelola semua faktur Anda di satu tempat.",""
"All ({0})","Semua ({0})",""
"Promotions","Promosi",""
"Search serial numbers...","Cari nomor seri...",""
"Loading serial numbers...","Memuat nomor seri...",""
"No serial numbers available","Tidak ada nomor seri yang tersedia",""
"No serial numbers match your search","Tidak ada nomor seri yang cocok dengan pencarian Anda",""
"Serial Numbers","Nomor Seri",""
"Cannot remove last serial","Tidak dapat menghapus nomor seri terakhir",""
"Remove serial","Hapus nomor seri",""
"Serial No:","Nomor Seri:",""
"Click to edit serials","Klik untuk ubah nomor seri",""
"Edit serials","Ubah Nomor Seri",""
"serials","nomor seri",""
"Stock Lookup","Cek Stok",""
"Search for item availability across all warehouses","Cari ketersediaan item di semua gudang",""
"Search for items across warehouses","Cari item di berbagai gudang",""
"Type to search items...","Ketik untuk mencari item...",""
"Search by item name, code, or scan barcode","Cari berdasarkan nama item, kode, atau pindai barcode",""
"No items found for \{0}\""""","Tidak ada item yang ditemukan untuk \{0}\""""",""
"Try a different search term","Gunakan kata kunci pencarian yang berbeda",""
"Search Again","Cari Lagi",""
"Search for an item","Cari sebuah item",""
"Start typing to see suggestions","Mulailah mengetik untuk menampilkan saran",""
"Navigate","Navigasi",""
"Enter","Enter",""
"Esc","Tutup",""
"Total Available","Total Tersedia",""
"in 1 warehouse","Di satu gudang",""
"in {0} warehouses","di {0} gudang",""
"{0} reserved","{0} dicadangkan",""
"Actual Stock","Stok Aktual",""
"Failed to load warehouse availability","Gagal memuat ketersediaan gudang",""
"Clear search","Hapus pencarian",""
"Click to view availability in other warehouses","Klik untuk melihat ketersediaan di gudang lain",""
"Credit Sale Return","Pengembalian Penjualan Kredit",""
"This invoice was paid on account (credit sale). The return will reverse the accounts receivable balance. No cash refund will be processed.","Faktur ini dibayar secara kredit (Credit Sale). Pengembalian akan membalikkan saldo piutang. Tidak ada pengembalian uang tunai yang akan diproses.",""
"Customer Credit:","Kredit Pelanggan:",""
"This return was against a Pay on Account invoice. The accounts receivable balance has been reversed. No cash refund was processed.","Pengembalian ini terkait dengan faktur pembayaran di muka. Saldo piutang telah dibalik. Tidak ada pengembalian uang tunai yang diproses.",""
"This invoice was sold on credit. The customer owes the full amount.","Faktur ini dibuat secara kredit (Credit Sale). Pelanggan wajib membayar jumlah semuanya.",""
"Partially Paid Invoice","Faktur Dibayar Sebagian",""
"This invoice was partially paid. The refund will be split proportionally.","Tagihan ini telah dibayar sebagian. Pengembalian dana akan dibagi secara proporsional.",""
"Cash Refund:","Pengembalian Uang Tunai:",""
"Credit Adjustment:","Penyesuaian Kredit:",""
"Refundable Amount:","Jumlah yang dapat dikembalikan:",""
"⚠️ Payment total must equal refundable amount","⚠️ Jumlah total pembayaran harus sama dengan jumlah yang dapat dikembalikan.",""
"Return Value:","Nilai Pengembalian:",""
"Select Item Variant","Pilih Varian Item",""
"Select Unit of Measure","Pilih Satuan Ukuran",""
"Choose a variant of this item:","Pilih varian dari item ini:",""
"Select the unit of measure for this item:","Pilih satuan ukuran untuk barang ini.",""
"Loading options...","Memuat opsi...",""
"Stock: {0}","Stok: {0}",""
"This combination is not available","Kombinasi ini tidak tersedia",""
"Unit of Measure","Satuan Ukuran",""
"No Variants Available","Tidak Ada Varian yang Tersedia",""
"No Options Available","Tidak Ada Pilihan yang Tersedia.",""
"This item template <strong>{0}<strong> has no variants created yet.","Templat item <strong>{0}<strong> belum punya varian.",""
"No additional units of measurement configured for this item.","Tidak ada satuan ukuran tambahan yang dikonfigurasi untuk item ini.",""
"To create variants:","Buat varian:",""
"1. Go to <strong>Item Master<strong> → <strong>{0}<strong>","1. Buka <strong>Master Item<strong> → <strong>{0}<strong>",""
"2. Click <strong>""Make Variants""<strong> button","2. Klik tombol <strong>""Buat Varian""<strong>",""
"3. Select attribute combinations","3. Pilih kombinasi atribut",""
"4. Click <strong>""Create""<strong>","4. Klik <strong>""Buat""<strong>",""
"Stock unit","Unit Stok",""
"Requested quantity ({0}) exceeds available stock ({1})","Jumlah yang diminta ({0}) melebihi stok yang tersedia ({1})",""
"Offers are applied automatically when your cart meets the requirements","Penawaran akan diterapkan secara otomatis ketika keranjang belanja Anda memenuhi persyaratan.",""
"Waiting for requirements","Menunggu persyaratan",""
"Offer applied: {0}","Penawaran diterapkan: {0}",""
"Offer removed: {0}. Cart no longer meets requirements.","Penawaran dihapus: {0}. Keranjang belanja tidak lagi memenuhi persyaratan.",""
"Applying...","Menerapkan...",""
"Recent & Frequent","Terbaru & Sering",""
"Frequent Customers","Pelanggan Tetap",""
"{0} {1} {2}h {3}m","{0} {1} {2}j {3}m",""
"1 {0} = {1} {2}","1 {0} = {1} {2}",""
"<strong>POS Profile:<strong> {0}","<strong>Profil POS:<strong> {0}",""
"Add another...","Tambah lagi...",""
"Add to Customer Credit Balance","Tambahkan ke Saldo Kredit Pelanggan",""
"Added to Customer Credit","Ditambahkan ke Kredit Pelanggan",""
"After returns","Setelah pengembalian",""
"All draft invoices deleted","Semua draf faktur dihapus",""
"All sales persons selected","Semua tenaga penjual dipilih",""
"Amount to Credit:","Jumlah Kredit:",""
"Amount:","Jumlah:",""
"At least {0} eligible items required","Minimal {0} item yang memenuhi syarat diperlukan",""
"Barcode scanning works for cached items","Pemindaian barcode berfungsi untuk item yang di-cache",""
"Cannot add more non-cash payments. Use cash for overpayment.","Tidak dapat menambah pembayaran non-tunai. Gunakan tunai untuk kelebihan bayar.",""
"Cannot clear cache while offline","Tidak dapat menghapus cache saat offline",""
"Cannot process return for this invoice","Tidak dapat memproses pengembalian untuk faktur ini",""
"Cart does not contain items from eligible brands","Keranjang tidak berisi item dari merek yang memenuhi syarat",""
"Cart is empty","Keranjang kosong",""
"Cash Refund","Pengembalian Tunai",""
"Change sales person","Ubah tenaga penjual",""
"Clear All Drafts?","Hapus Semua Draf?",""
"Clear all","Hapus semua",""
"Clear all cached data","Hapus semua data cache",""
"Clear all payments","Hapus semua pembayaran",""
"Complete Sales Order","Selesaikan Pesanan Penjualan",""
"Connect to the internet to load invoices","Hubungkan ke internet untuk memuat faktur",""
"Credit Balance","Saldo Kredit",""
"Custom","Kustom",""
"Customer {0} updated successfully","Pelanggan {0} berhasil diperbarui",""
"Days Since Purchase","Hari Sejak Pembelian",""
"Delete ""{0}""?","Hapus ""{0}""?",""
"Delete Draft?","Hapus Draf?",""
"Delete Offline Invoice","Hapus Faktur Offline",""
"Delivery Date","Tanggal Pengiriman",""
"Disable","Nonaktifkan",""
"Discount Percentage (%)","Persentase Diskon (%)",""
"Draft deleted successfully","Draf berhasil dihapus",""
"Edit Customer","Ubah Pelanggan",""
"Edit customer details","Ubah detail pelanggan",""
"Enable selling items even when stock reaches zero or below. Integrates with Back Office stock settings.","Aktifkan penjualan item meskipun stok mencapai nol atau di bawahnya. Terintegrasi dengan pengaturan stok Back Office.",""
"Exact amount only","Jumlah pasti saja",""
"Failed to check invoice","Gagal memeriksa faktur",""
"Failed to clear drafts","Gagal menghapus draf",""
"Failed to delete draft","Gagal menghapus draf",""
"Failed to load draft invoices","Gagal memuat draf faktur",""
"Failed to load variants","Gagal memuat varian",""
"Failed to print draft","Gagal mencetak draf",""
"Failed to update customer","Gagal memperbarui pelanggan",""
"Failed to update item.","Gagal memperbarui item.",""
"Gross Sales","Penjualan Kotor",""
"Hello","Halo",""
"Hello {0}","Halo {0}",""
"Info","Info",""
"Instead of cash refund, add the return amount to customer credit balance for future purchases.","Alih-alih pengembalian tunai, tambahkan jumlah pengembalian ke saldo kredit pelanggan untuk pembelian mendatang.",""
"Invoice Date","Tanggal Faktur",""
"Invoice fully paid. No additional payment needed.","Faktur sudah lunas. Tidak perlu pembayaran tambahan.",""
"Invoice not found","Faktur tidak ditemukan",""
"Loading stock information...","Memuat informasi stok...",""
"Loading variants...","Memuat varian...",""
"Loading {0}...","Memuat {0}...",""
"Locked","Terkunci",""
"Looking for invoice in database","Mencari faktur di database",""
"Max","Maks",""
"Maximum {0} eligible items allowed for this offer","Maksimal {0} item yang memenuhi syarat untuk penawaran ini",""
"Merged into {0} (Total: {1})","Digabungkan ke {0} (Total: {1})",""
"Mixed payment cannot exceed invoice total. Limit: {0}","Pembayaran campuran tidak boleh melebihi total faktur. Batas: {0}",""
"Net Sales","Penjualan Bersih",""
"Net Total","Total Bersih",""
"Net tax","Pajak bersih",""
"No connection","Tidak ada koneksi",""
"No items","Tidak ada item",""
"No items found","Tidak ada item yang ditemukan",""
"No items found for ""{0}""","Tidak ada item yang ditemukan untuk ""{0}""",""
"No payment methods available","Tidak ada metode pembayaran tersedia",""
"No results for ""{0}""","Tidak ada hasil untuk ""{0}""",""
"No sales persons available","Tidak ada tenaga penjual tersedia",""
"No variants found","Tidak ada varian yang ditemukan",""
"Non-cash payment must equal {0} exactly","Pembayaran non-tunai harus tepat {0}",""
"Offers applied: {0}","Penawaran diterapkan: {0}",""
"Offline Mode","Mode Offline",""
"Offline: {0} applied","Offline: {0} diterapkan",""
"Only {0} units of ""{1}"" available in ""{2}"". Current quantity: {3}","Hanya {0} unit ""{1}"" tersedia di ""{2}"". Jumlah saat ini: {3}",""
"Open a shift before creating a return invoice.","Buka shift sebelum membuat faktur pengembalian.",""
"Overpayment","Kelebihan Bayar",""
"Pay","Bayar",""
"Payment amount is correct","Jumlah pembayaran sudah benar",""
"Payments cannot be added while offline","Pembayaran tidak dapat ditambahkan saat offline",""
"Payments cannot be added while offline. Connect to the internet to add payments.","Pembayaran tidak dapat ditambahkan saat offline. Hubungkan ke internet untuk menambah pembayaran.",""
"Permanently delete all {0} draft invoices?","Hapus semua {0} draf faktur secara permanen?",""
"Permanently delete this draft invoice?","Hapus draf faktur ini secara permanen?",""
"Please contact your manager if you need to process this return.","Silakan hubungi manajer Anda jika perlu memproses pengembalian ini.",""
"Please select at least one variant","Silakan pilih setidaknya satu varian",""
"Promotion ""{0}"" already exists. Please use a different name.","Promosi ""{0}"" sudah ada. Silakan gunakan nama lain.",""
"Quantity locked (barcode item)","Jumlah terkunci (item barcode)",""
"Read-only: Edit in Back Office","Baca-saja: Ubah di Back Office",""
"Refresh unavailable offline","Penyegaran tidak tersedia saat offline",""
"Return Allowed Within","Pengembalian Diizinkan Dalam",""
"Return Period Expired","Periode Pengembalian Habis",""
"Return invoices cannot be processed while offline. Please connect to the internet to search for invoices and create returns.","Faktur pengembalian tidak dapat diproses saat offline. Silakan hubungkan ke internet untuk mencari faktur dan membuat pengembalian.",""
"Sales Invoice","Faktur Penjualan",""
"Sales Order","Pesanan Penjualan",""
"Sales person is required","Tenaga penjual diperlukan",""
"Search by invoice, customer, or mobile...","Cari berdasarkan faktur, pelanggan, atau ponsel...",""
"Search by name or code...","Cari berdasarkan nama atau kode...",""
"Search customer by name or mobile...","Cari pelanggan berdasarkan nama atau ponsel...",""
"Search customers...","Cari pelanggan...",""
"Search items by name or code...","Cari item berdasarkan nama atau kode...",""
"Search unavailable offline","Pencarian tidak tersedia saat offline",""
"Searching database...","Mencari di database...",""
"Select","Pilih",""
"Select Brand","Pilih Merek",""
"Select Item Group","Pilih Grup Item",""
"Select Variants","Pilih Varian",""
"Select a payment method","Pilih metode pembayaran",""
"Select a payment method to start","Pilih metode pembayaran untuk memulai",""
"Select option","Pilih opsi",""
"Select sales person...","Pilih tenaga penjual...",""
"Settings saved. Tax mode is now ""exclusive"". Cart will be recalculated.","Pengaturan disimpan. Mode pajak sekarang ""eksklusif"". Keranjang akan dihitung ulang.",""
"Settings saved. Tax mode is now ""inclusive"". Cart will be recalculated.","Pengaturan disimpan. Mode pajak sekarang ""inklusif"". Keranjang akan dihitung ulang.",""
"Sign in","Masuk",""
"Sign out","Keluar",""
"Status:","Status:",""
"Status: {0}","Status: {0}",""
"Syncing for offline...","Menyinkronkan untuk offline...",""
"Syncing: {0} items","Menyinkronkan: {0} item",""
"Tabs","Tab",""
"The customer received a cash refund for this return.","Pelanggan menerima pengembalian tunai untuk pengembalian ini.",""
"The return amount was added to the customer credit balance. No cash refund was given.","Jumlah pengembalian ditambahkan ke saldo kredit pelanggan. Tidak ada pengembalian tunai.",""
"The return amount will be added to the customer credit balance. No cash refund will be given.","Jumlah pengembalian akan ditambahkan ke saldo kredit pelanggan. Tidak ada pengembalian tunai.",""
"This coupon requires a minimum purchase of","Kupon ini memerlukan pembelian minimal sebesar",""
"This invoice cannot be returned because the return period has expired.","Faktur ini tidak dapat dikembalikan karena periode pengembalian telah habis.",""
"Total must equal invoice amount","Total harus sama dengan jumlah faktur",""
"Total: {0}%","Total: {0}%",""
"Try a different search term or check the invoice number","Coba istilah pencarian lain atau periksa nomor faktur",""
"UOM locked (barcode item)","UOM terkunci (item barcode)",""
"Will apply when eligible","Akan diterapkan saat memenuhi syarat",""
"Write Off","Hapus Buku",""
"You are offline","Anda sedang offline",""
"comm.","kom.",""
"days","hari",""
"items cached","item di-cache",""
"per {0}","per {0}",""
"variant","varian",""
"variants","varian",""
"{0} returns","{0} pengembalian",""
"{0} units available in ""{1}""","{0} unit tersedia di ""{1}""",""
"{0} updated","{0} diperbarui",""
"{0}%","{0}%",""
"Shift Schedule","Jadwal Shift",""
"POS Profile Group","Grup Shift",""
"Enable Shift Schedule","Aktifkan Jadwal Shift",""
"Shift Start Time","Jam Mulai Shift",""
"Shift End Time","Jam Selesai Shift",""
"Schedule Warning Minutes","Menit Peringatan Jadwal",""
"Enforce Closing After Schedule","Wajib Tutup Setelah Jadwal",""
"POS Profile Group {0} does not exist","Grup Shift {0} tidak ada",""
"POS Profile {0}: shift schedule is enabled but the start/end times are missing or invalid.","Profil POS {0}: jadwal shift aktif tetapi jam mulai/selesai kosong atau tidak valid.",""
"{0}: shift schedule is enabled but the start/end times are missing or invalid.","{0}: jadwal shift aktif tetapi jam mulai/selesai kosong atau tidak valid.",""
"Schedule Warning Minutes must be zero or greater.","Menit Peringatan Jadwal harus nol atau lebih.",""
"{0} is outside the scheduled shift hours ({1} – {2}). A shift cannot be opened now.","{0} berada di luar jam shift terjadwal ({1} – {2}). Shift tidak dapat dibuka sekarang.",""
"Shift {0} ended at {1}. Closing is required — new sales, payments and refunds are no longer accepted. Please close the shift with the actual cash count.","Shift {0} berakhir pada {1}. Wajib tutup shift — penjualan, pembayaran, dan pengembalian dana baru tidak lagi diterima. Silakan tutup shift dengan hitungan kas aktual.",""
"Computed from the schedule at open time (site timezone). Sales are blocked after this moment when mandatory closing is enabled.","Dihitung dari jadwal saat shift dibuka (zona waktu situs). Penjualan diblokir setelah waktu ini ketika wajib tutup diaktifkan.",""
"When enabled, sales, payments and refunds are blocked after the deadline; only closing the shift is allowed.","Jika diaktifkan, penjualan, pembayaran, dan pengembalian dana diblokir setelah batas waktu; hanya menutup shift yang diizinkan.",""
"Minutes before the schedule ends to warn the cashier. 0 disables the warning.","Menit sebelum jadwal berakhir untuk memperingatkan kasir. 0 menonaktifkan peringatan.",""
"Company-scoped grouping of outlet POS Profiles. Shift hours are configured per profile below.","Pengelompokan Profil POS gerai dalam satu perusahaan. Jam shift dikonfigurasi pada masing-masing Profil POS di bawah.",""
"Restrict this POS Profile to configured shift hours (site timezone).","Batasi Profil POS ini pada jam shift yang dikonfigurasi (zona waktu situs).",""
"An end time earlier than the start time runs past midnight.","Jam selesai yang lebih awal dari jam mulai berarti melewati tengah malam.",""
"Shift schedule ends in {0} minute(s). Please complete sales and prepare to close the shift.","Jadwal shift berakhir dalam {0} menit. Silakan selesaikan penjualan dan bersiap menutup shift.",""
"Shift schedule has ended. You are offline — reconnect to close the shift.","Jadwal shift telah berakhir. Anda sedang offline — sambungkan kembali untuk menutup shift.",""
"Shift schedule has ended. Please close the shift — new sales are no longer accepted.","Jadwal shift telah berakhir. Silakan tutup shift — penjualan baru tidak lagi diterima.",""
"Shift schedule has ended. Refunds are no longer accepted — please close the shift.","Jadwal shift telah berakhir. Pengembalian dana tidak lagi diterima — silakan tutup shift.",""
"Shift Group {0}","Grup Shift {0}",""
"Shift Group","Grup Shift",""
"Shift Group Name","Nama Grup Shift",""
"Members","Anggota",""
"POS Profiles","Profil POS",""
"Shift Group this profile belongs to. Saving the group pushes its shift hours to every member profile.","Grup Shift tempat Profil POS ini terdaftar. Menyimpan grup akan menerapkan jam shift-nya ke semua profil anggota.",""
"On by default for new profiles — set times or assign a Shift Group.","Aktif secara bawaan untuk profil baru — isi jam atau tetapkan Grup Shift.",""
"POS Profiles that follow this group's shift hours. Saving the group syncs every member; a profile removed from the list keeps its last synced hours but leaves the group.","Profil POS yang mengikuti jam shift grup ini. Menyimpan grup akan menyinkronkan semua anggota; profil yang dihapus dari daftar tetap memakai jam terakhir yang tersinkron namun keluar dari grup.",""
"Saving the group pushes these shift hours to every member POS Profile (site timezone).","Menyimpan grup akan menerapkan jam shift ini ke semua Profil POS anggota (zona waktu situs).",""
"POS Profile {0} is listed more than once in Shift Group {1}","Profil POS {0} tercantum lebih dari sekali di Grup Shift {1}",""
"POS Profile {0} is already in this Shift Group","Profil POS {0} sudah ada di Grup Shift ini",""
"POS Profile {0} already belongs to Shift Group {1}. Remove it there first.","Profil POS {0} sudah tergabung di Grup Shift {1}. Hapus dulu dari grup tersebut.",""
"POS Profile {0} is not in the Members table of Shift Group {1}. Manage membership from the Shift Group.","Profil POS {0} tidak ada di tabel Anggota Grup Shift {1}. Kelola keanggotaan dari Grup Shift tersebut.",""
"Shift Group this profile belongs to (set from the group's Members table). Saving the group pushes its shift hours to every member profile.","Grup Shift tempat Profil POS ini terdaftar (diatur dari tabel Anggota di grup). Menyimpan grup akan menerapkan jam shift-nya ke semua profil anggota.",""
"Shift Group {0}: shift schedule is enabled but the start/end times are missing or invalid.","Grup Shift {0}: jadwal shift aktif tetapi jam mulai/selesai kosong atau tidak valid.",""
"Shift schedule has ended. Payments are no longer accepted — please close the shift.","Jadwal shift telah berakhir. Pembayaran tidak lagi diterima — silakan tutup shift.",""
"Company (retired)","Perusahaan (tidak dipakai)",""
"Retired: a Shift Group is company-neutral and may hold profiles from multiple companies. Kept only so existing records keep their value.","Tidak dipakai lagi: Grup Shift bersifat lintas perusahaan dan bisa memuat profil dari beberapa perusahaan. Kolom ini hanya tersisa agar data lama tetap utuh.",""
"Fetched from the POS Profile — read-only, shown so HQ can see each outlet's company.","Diambil otomatis dari Profil POS — hanya baca, ditampilkan agar HQ tahu perusahaan tiap gerai.",""
"Write access to POS Profile {0} is required to save Shift Group {1}","Akses tulis ke Profil POS {0} diperlukan untuk menyimpan Grup Shift {1}",""
"Can only be a member of one Shift Group.","Hanya bisa menjadi anggota satu Grup Shift.",""
"Session Summary","Ringkasan Sesi",""
"Transactions","Transaksi",""
"History Sections","Bagian Riwayat",""
"Current Session Sales","Penjualan sesi berjalan",""
"Since {0}","Sejak {0}",""
"Updated {0}","Diperbarui {0}",""
"Showing data from the last successful refresh.","Menampilkan data dari pembaruan terakhir yang berhasil.",""
"No sales yet in this session.","Belum ada penjualan pada sesi ini.",""
"Before returns","Sebelum retur",""
"Package","Paket",""
"Sold Packages","Paket Terjual",""
"Revenue","Pendapatan",""
"Average Sale","Rata-rata Penjualan",""
"Discounts","Diskon",""
"Net Sales ({0})","Penjualan Bersih ({0})",""
"Returned","Dikembalikan",""
"Could not load the session summary.","Tidak dapat memuat ringkasan sesi.",""
"No open shift for this session.","Tidak ada shift aktif untuk sesi ini.",""
"Loading session summary...","Memuat ringkasan sesi...",""
"Cash in Drawer (est.)","Estimasi Kas di Laci",""
"Opening Cash","Kas Awal",""
"Showing top {0} of {1} items; the totals above cover the whole session.","Menampilkan {0} dari {1} item teratas; total di atas mencakup seluruh sesi.",""
"Credit Sales (Outstanding)","Penjualan Tempo (Belum Terbayar)",""
"Session Information","Informasi Sesi",""
"Opened","Dibuka",""
"Closed","Ditutup",""
"Actual","Aktual",""
"estimate","estimasi",""
"Not closed yet","Belum ditutup",""
"Sales Summary","Ringkasan Penjualan",""
"After returns, tax included","Setelah retur, termasuk pajak",""
"Total Orders","Total Pesanan",""
"Submitted sales invoices (returns not counted)","Faktur penjualan terkirim (retur tidak dihitung)",""
"Avg / Order","Rata-rata / Pesanan",""
"Total Sales ÷ Total Orders","Total Penjualan ÷ Total Order",""
"Gross Sales ÷ Total Orders","Penjualan Kotor ÷ Total Order",""
"Gross Sales (before returns)","Penjualan Kotor (sebelum retur)",""
"Total Sales ({0})","Total Penjualan ({0})",""
"Cash Summary","Ringkasan Kas",""
"Opening Balance","Saldo Awal",""
"Cash Receipts","Penerimaan Kas",""
"Cash Expense","Pengeluaran Kas",""
"Not recorded","Belum tercatat",""
"Cash in Hand is the balance before any expenses","Kas di Tangan adalah saldo sebelum pengeluaran.",""
"Unused","Tidak terpakai",""
"Not on the POS Profile","Tidak terdaftar di Profil POS",""
"Total Cash","Total Tunai",""
"Total Non-Cash","Total Non-Tunai",""
"No payment methods are configured on this POS Profile.","Tidak ada metode pembayaran yang dikonfigurasi di Profil POS ini.",""
"Charges & Discounts","Biaya & Diskon",""
"posted as its own account","dicatat di akun tersendiri",""
"Other Charges","Biaya Lainnya",""
"Tax / PPN","Pajak / PPN",""
"Charges are classified by each account's type on the invoice.","Biaya dikelompokkan berdasarkan tipe akun pada masing-masing faktur.",""
"Total Refund","Total Pengembalian Dana",""
"{0} return invoices","{0} faktur retur",""
"Sales per Category","Penjualan per Kategori",""
"Net Revenue","Pendapatan Bersih",""
"No category","Tanpa Kategori",""
"Net revenue is pre-tax; returns are subtracted.","Pendapatan bersih tanpa pajak; retur sudah mengurangi.",""
"Showing top {0} of {1} categories; session totals above cover everything.","Menampilkan {0} dari {1} kategori teratas; total sesi di atas mencakup semuanya.",""
"Item & Package Detail","Detail Item & Paket",""
"Purchase Order","Pesanan Pembelian",""
"New","Baru",""
"To Receive and Bill","Akan Diterima dan Ditagih",""
"To Receive","Akan Diterima",""
"To Bill","Akan Ditagih",""
"No purchase orders","Tidak ada pesanan pembelian",""
"Create one with the New button","Buat baru dengan tombol Baru",""
"Open in ERPNext","Buka di ERPNext",""
"Supplier","Pemasok",""
"Search supplier...","Cari pemasok...",""
"Transaction Date","Tanggal Transaksi",""
"Required By","Diperlukan Pada",""
"Search item...","Cari item...",""
"Save Draft","Simpan Draf",""
"Save & Submit","Simpan & Kirim",""
"Edit Purchase Order","Ubah Pesanan Pembelian",""
"New Purchase Order","Pesanan Pembelian Baru",""
"Purchase Orders","Pesanan Pembelian",""
"Purchase Order {0} submitted","Pesanan Pembelian {0} terkirim",""
"Purchase Order {0} cancelled","Pesanan Pembelian {0} dibatalkan",""
"Purchase Order {0} saved","Pesanan Pembelian {0} tersimpan",""
"Supplier is required","Pemasok wajib diisi",""
"At least one item is required","Minimal satu item diperlukan",""
"Tax Template: {0}","Template Pajak: {0}",""
"Search PO or supplier...","Cari PO atau pemasok...",""
"Receive","Terima",""
"Receive Goods","Terima Barang",""
"Purchase Receipts","Penerimaan Pembelian",""
"No purchase receipts","Tidak ada penerimaan pembelian",""
"Search receipt or supplier...","Cari penerimaan atau pemasok...",""
"Posting Date","Tanggal Posting",""
"Ordered","Dipesan",""
"Received","Diterima",""
"Submit Receipt","Kirim Penerimaan",""
"Billed {0}%","Ditagih {0}%",""
"Purchase Receipt {0} saved","Penerimaan Pembelian {0} tersimpan",""
"Purchase Receipt {0} submitted","Penerimaan Pembelian {0} terkirim",""
"Purchase Receipt {0} cancelled","Penerimaan Pembelian {0} dibatalkan",""
"Cancel Purchase Receipt {0}?","Batalkan Penerimaan Pembelian {0}?",""
"Factory SO","SO Pabrik",""
"Purchase Receipts for internal supplier {0} are created from the Delivery Note","Penerimaan untuk pemasok internal {0} dibuat dari Delivery Note",""
"Purchase Order {0} is not from an internal supplier","Purchase Order {0} bukan dari pemasok internal",""
"No Sales Order has been created for Purchase Order {0} yet","Sales Order untuk Purchase Order {0} belum dibuat",""
"No pending Delivery Note to receive against Purchase Order {0}","Belum ada Delivery Note yang bisa diterima untuk Purchase Order {0}",""
"Delivery Note {0} is not submitted","Delivery Note {0} belum terkirim",""
"From Delivery Note: {0}","Dari Delivery Note: {0}",""
"This dialog has been open for over a minute. Please close the shift or close this dialog to resume the shift timer.","Dialog ini sudah terbuka lebih dari satu menit. Tutup shift atau tutup dialog ini untuk melanjutkan timer shift.",""
"Expected: &lt;span class=&quot;font-medium&quot;&gt;{0}&lt;/span&gt;","Ekspektasi: &lt;span class=&quot;font-medium&quot;&gt;{0}&lt;/span&gt;",""
"EOD report pending print","Laporan EOD belum tercetak",""
"Print EOD Report","Cetak Laporan EOD",""
"{0} invoice(s) are still pending sync — sync them before closing so the shift totals are complete.","{0} faktur masih menunggu sinkron — sinkronkan dulu sebelum tutup shift agar total shift lengkap.",""
"Direct print was not detected. The EOD report was opened in a print preview window instead.","Cetak langsung tidak terdeteksi. Laporan EOD dibuka di jendela pratinjau cetak.",""
